time,status_id
16:38:41,1
16:39:41,1
16:40:41,1
16:41:41,1
16:43:42,1
16:44:42,1
16:45:42,1
16:46:42,1
16:47:42,1
16:48:42,1
16:49:42,1
16:50:42,0
16:51:42,1
